Date,Open,High,Low,Close,Volume
2026-03-09,666.39,679.92,662.39,678.27,"102,667,695"
2026-03-10,677.72,683.36,674.76,677.18,"81,505,320"
2026-03-11,677.58,680.08,673.34,676.33,"68,441,672"
2026-03-12,671.16,671.65,665.87,666.06,"108,882,203"
2026-03-13,669.27,672.34,661.36,662.29,"97,200,242"
2026-03-16,668.38,672.07,667.12,669.03,"82,023,125"
2026-03-17,672.39,674.44,669.7,670.79,"87,128,039"
2026-03-18,668.36,669.72,661.19,661.43,"82,062,578"
2026-03-19,656.97,662.98,655.17,659.8,"111,272,492"
2026-03-20,656.51,656.69,644.72,648.57,"163,617,500"
2026-03-23,658.07,662.62,653.94,655.38,"134,802,703"
2026-03-24,651.32,657.03,649.88,653.18,"96,457,477"
2026-03-25,658.67,660.89,654.24,656.82,"90,653,789"
2026-03-26,652.06,654.85,644.82,645.09,"96,494,383"
2026-03-27,642.5,642.66,633.11,634.09,"103,649,398"
